Title,Subtitle,Image,Author,Publication,Year,Month,Day,Tag,Reading_Time,Claps,Comment,url,Author_url
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,11,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,12,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,13,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,14,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,15,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,16,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,17,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,18,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,19,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,20,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,21,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,22,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,23,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,24,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,25,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,26,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,27,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,28,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,29,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,30,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,7,31,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,1,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,2,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,3,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,4,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,5,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,6,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,7,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,8,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,9,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,10,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,11,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,12,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,13,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,14,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,15,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,16,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,17,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,18,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,19,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,20,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,21,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,22,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,23,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,24,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,25,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,26,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,27,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,28,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,29,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,30,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
Talking Robots and Psychedelic Drugs,Baby robot learns first words from human teachertech15 June 2012New ScientistIm always glad to see more methods from research in Artificial Intelligence/Machine Learning getting coverage in the media and being explained with some level of detail. Take a,0,Mark Crowley,computationallythinking,2012,8,31,reinforcement-learning,1,0,0,https://medium.com/computationallythinking/talking-robots-and-psychedelic-drugs-c3dfd0fe0223?source=tag_archive---------0-----------------------,https://medium.com/@compthink?source=tag_archive---------0-----------------------
